Konten,Kelas
"  berdasarkan hasil penelusuran terhadap klaim di narasi tersebut, ditemukan fakta bahwa video tersebut hanya latihan atau simulasi penanggulan keadaan darurat (pkd) yang dilakukan manajemen bandara kualanamu, deli serdang, sumatera utara.  salah satu akun youtube mengunggah video tersebut pada 26 september 2019 dengan judul “simulasi detik detik pesawat gagal landing di bandara internasional kualanamu” kegiatan bertema increasing preparedness of airport emergency committee itu digelar kamis (26/9/2019). manager of branch communication & legal kualanamu, wisnu budi setianto mengatakan dasar pelaksanaan kegiatan pkd tingkat nasional adalah undang-undang nomor 1 tahun 2009 tentang penerbangan, peraturan menteri perhubungan ri nomor : pm 83 tahun 2017 tentang peraturan keselamatan penerbangan sipil bagian 139 tentang bandar udara serta peraturan dirjenhubud nomor kp. 479 tahun 2015 tentang rencana penanggulangan keadaan. wisnu menyebut kejadian tersebut merupakan bagian dari skenario latihan pkd di bandara internasional kualanamu untuk meningkatkan kesiapsiagaan personel dan fasilitas dalam menghadapi keadaan darurat. disebut latihan ini melibatkan kurang lebih 314 personil gabungan yang terdiri dari pt angkasa pura ii, tni – polri, perum lppnpi airnav cabang kualanamu, kantor otban wil ii medan, kantor kesehatan pelabuhan kelas i kualanamu, basarnas kota medan, pemadam kabupaten deli serdang, sejumah rumah sakit di daerah kabupaten deli serdang, puskesmas, pmi dan instansi pemerintahan lain. “latihan atau simulasi yang diselenggarakan tersebut dirancang mendekati keadaan yang sebenarnya (riil) dan secara langsung dipimpin oleh executive general manager bandar udara internasional kualanamu selaku ketua dari airport emergency committee (aec) dan ditangani sesuai dengan pedoman yang tertuang di dalam airport emergency plan (aep) bandar udara internasional kualanamu,” pungkasnya. ",FAKTA
" “hati2 jika anda jln2 ke mall atau ke mana sj kl ketemu org bawa boneka seperti ini.janganlah anda dekatin mrk dan pegang2 bonekany sambil mengucpkan kata2 “lucunya….atau cantiknya…pd boneka itu”.krn itu bukan boneka biasa, tapi itu adlh boneka asal thailand yg ada isinya(kuasa gelap/setan.kl di indonesia istilahnya tuyul).khususnya di medan,skrg sdh byk org miliki boneka itu.dan di jakarta jg sdh ada yg pelihara. teman2…jika anda ada ketemu org yg bw boneka seperti itu di mall atau di manapun jg,sebaiknya pura2 tidak melihat,atau jgn dekati mrk. sebab jika anda mrs tertarik dan dekatin boneka itu,memegangnya dan ucapkan kata2 lucunya/cantiknya, saat itu jg magicnya mulai bekerja, bayang2 boneka itu akan mengikuti org tsb sampai rmh,dan akan terjadi hal aneh,uang org tsb akan sering hilang secara misteri. krn boneka itu adalah sejenis tuyul yg bisa mencuri uang org yg suka pdnya. boneka itu skrg sdh byk dipelihara org yg malas kerja tapi berambisi jd org kaya,hati2 krn sdh ada berkeliaran di medan dan di jakarta.siapapun pemilik boneka itu pastinya ada perjanjian dg setan yaitu hrs memelihara boneka itu dg baik layaknya anak sendiri. dan tentu sj hrs ada tumbalnya…” ====== ",HOAX
" (1) http://bit.ly/2rhtadc / http://bit.ly/2mxvn7s, first draft news: “konten yang salah ketika konten yang asli dipadankan dengan konteks informasi yang salah”. * sumber membagikan foto boneka luk thep yang popularitasnya bermula di thailand. * sumber menambahkan narasi yang tidak sesuai dengan fakta sehingga membangun premis pelintiran, luk thep yang lebih berfungsi sebagai jimat diasosiasikan dengan tuyul. (2) beberapa artikel yang berkaitan, * time: “… secara historis, simbol dan barang yang beruntung telah menjadi bagian besar dari tradisi thailand dan cerita rakyat kuno . mirip dengan boneka luk thep , kuman thong , yang pernah dibuat dari tubuh bayi yang mati, adalah patung-patung yang jika dirawat dengan baik, akan membawa keberuntungan bagi pemiliknya. “ada banyak tumpang tindih dengan animisme, taoisme, dan hindu, yang merupakan asal dari luk thep ,” kata mustard. “banyak orang memakai jimat untuk berbagai tujuan membawa keberuntungan dan pahala dan saya pikir boneka luk thep hanyalah perpanjangan dari itu.” …” google translate, selengkapnya di (1) bagian ",FAKTA
" sebagai berikut : “tap mpr no.6 thn 2000:“seorang pemimpin bila sudah tidak dikehendaki oleh rakyat harus mundur tanpa harus menunggu proses hukum”  klaim ini juga muncul di spanduk yang dibawa peserta aksi mujahid 212 yang berarak dari sekitar bundaran hotel indonesia dan jalan mh thamrin, jakarta pusat, menuju istana negara pada sabtu (28/9/2019) pagi. sumber : https://perma.cc/3572-el9m (arsip) – sudah dibagikan 16.253 kali saat tangkapan layar diambil. ============================================= ",HOAX
"  berdasarkan hasil penelusuran, ditemukan fakta bahwa isi amanat tap mpr ri no. 6 tahun 2000 adalah tentang  pemisahan tentara nasional indonesia dan kepolisian negara republik indonesia  ketetapan mpr no.vi/mpr/2000 tahun 2000 yang ditetapkan pada 18 agustus 2000 ini berisi pasal-pasal sebagai berikut; pasal 1 tentara nasional indonesia dan kepolisian negara republik indonesia secara kelembagaan terpisah sesuai dengan peran dan fungsi masing-masing.  pasal 2 (1) tentara nasional indonesia adalah alat negara yang berperan dalam pertahanan negara. (2) kepolisian negara republik indonesia adalah alat negara yang berperan dalam memelihara keamanan. (3) dalam hal terdapat keterkaitan kegiatan pertahanan dan kegiatan keamanan, tentara nasional indonesia dan kepolisian negara republik indonesia harus bekerja sama dan saling membantu.  pasal 3 (1) peran tentara nasional indonesia dan peran kepolisian negara republik indonesia ditetapkan dengan ketetapan majelis permusyawaratan rakyat. (2) hal-hal yang menyangkut tentara nasional indonesia dan kepolisian negara republik indonesia secara lengkap dan terperinci diatur lebih lanjut dalam undang-undang secara terpisah.  pasal 4 ketetapan ini mulai berlaku pada tanggal ditetapkan. ",FAKTA
" * salah satu sumber video, http://bit.ly/2vgxamz youtube: “west papua-uncen berdarah@16 maret 2006. communitypapuans published on apr 30, 2012 demonstrasi di depan kampus universitas cenderawasih pada tanggal 16 maret 2006.” (tangkapan layar dari post sebelumnya, per post ini disusun video sudah tidak bisa diputar). ====== ",FAKTA
" sebagai berikut : “astaghfirullah hal ‘adzhiiim….pak mentri ini mau gimana sihhh…..tak perlu hapus segala [pelajaran] sejarah perang rosulullah dan peperangan dalam islam lainnya. justru sejarah perang islam utu penting disosialisasikan agar umat manusia makin tahu tentang islam yang terbuka toleransi dengan ikon islam. apakah anda beranggapan bahwa islam mengajarkan terorisme.” dan narasi dalam gambar : “kemenag akan hapus materi perang uhud, badar, dan sebagainya dari kurikulum madrasah” gambar tersebut adalah tangkapan layar dari tweet akun twitter  @didienazhar yang memposting artikel dari situs news.beritaislam.org sumber : 1. postingan hary setiadi – https://perma.cc/e5h9-jt8w (arsip) – sudah dibagikan 1.704 kali saat tangkapan layar diambil.2. https://perma.cc/yhk3-hecy (arsip) – artikel dari situs news.beritaislam.org ============================================= ",HOAX
"  menanggapi pemberitaan bahwa kementerian agama akan menghapus materi perang dalam kurikulum sejarah kebudayaan islam (ski), direktur kurikulum, sarana, kelembagaan, dan kesiswaan (kskk) madrsah, a. umar, menyatakan bahwa kementeriannya hanya meninjau ulang kurikulum mata pelajaran tersebut. seperti dikutip dari laman resmi kementerian agama, umar menegaskan bahwa ke depannya fakta-fakta sejarah islam yang dipelajari di madrasah akan lebih menonjolkan pada tonggak sejarah pembangunan peradaban islam. “perang adalah bagian dari fakta sejarah umat islam. tidak benar kalau itu akan dihapus. review lebih untuk menonjolkan bagaimana setiap fakta sejarah itu menjadi tonggak pembangunan peradaban,” ujar umar. menurut umar, dalam peninjauan ulang itu, kementerian agama meletakkan pembelajaran ski di madrasah dari dua sudut. pertama, dari sudut pandang pendidikan bahwa pembelajaran sejarah islam perlu membentuk nilai karakter, membekali muatan kognitif, dan menggerakan psikomotorik siswa sebagaimana tujuan pendidikan nasional dan pembentukan karakter muslim yang rahmatan lil alamin. kedua, dari sudut fakta sejarah dengan membekali berbagai fakta sejarah yang ada secara lengkap dalam rangka penguatan misi pendidikan sebagaimana pada sudut pandang pertama. dengan orientasi itu, kata umar, yang diperbaiki atau diubah dalam kurikulum yang baru hanyalah penonjolan sudut pandang dalam mengurai sejarah kebudayaan islam. fakta sejarah secara akademik tetap diberikan secara proporsional kepada siswa dengan kekayaan keilmuan yang lengkap, tidak ada yang dikurangi. “kalau sebelumnya peperangannya yang dijadikan tonggak sejarah, ke depan, tonggak pendidikan sejarah kebudayaan islam adalah lebih menitikberatkan pada pembangunan peradaban dan kebudayaan islam,” ujar umar. “dengan demikian, deskripsi sejarah kebudayaan islam nantinya dapat membekali karakter, kognitif, dan psikomotor siswa untuk mewarisi luhurnya budaya peradaban islam dari fase ke fase perjuangan nabi membangun peradaban umat serta menyebarkan kedamaian sebagai implementasi islam sebagai agama yang rahmatan lil alamin,” katanya. review kurikulum ini dimuat dalam keputusan menteri agama nomor 183 tahun 2019. proses review kurikulum dilakukan sejak awal 2018 hingga pertengahan 2019 dengan melalui berbagai kajian yang melibatkan para akademisi dan dosen, peneliti, praktisi guru, pengawas, ahli kurikulum, psikolog, pemerhati pendidikan islam, perwakilan ormas islam, penyelenggara lembaga pendidikan islam, dan para tenaga struktural penganilisis kebijakan dari kementerian agama. klarifikasi dari kementerian agama tersebut juga dapat dilihat pada artikel yang dimuat laman republika.co.id pada senin, 16 september 2019 dengan judul: “materi perang dihapus dari kurikulum? kemenag: tidak benar”. ",FAKTA
" sebagai berikut : “gubernur yang punya nyali dari tanah sumaterateriakan revolusi lantang beliau sampaikanrezim ini yg zalimmari para guru ngaji, habaid ini adalah panggilan jihadtni kalian telah menentukan sikap yg jelaspolisi kalian adalah keluarga kami yg harus menjaga kamimahasiswa yg hanya kutu buku selamat tinggal buat kalian” sumber : https://perma.cc/g98n-mutg (arsip) – sudah dibagikan 27 kali saat tangkapan layar diambil. ============================================= ",HOAX
"  berdasarkan hasil penelusuran yang dilakukan oleh tim cekfakta tempo menemukan satu video yang sama diunggah di kanal harum hikmah ch pada 28 mei 2019. berdasarkan keterangan video di kanal harum hikmah ch itu, tempo menemukan petunjuk bahwa ceramah itu disampaikan oleh ustaz heriansyah dalam aksi damai 22 mei. tempo kemudian mengecek profil heriansyah dengan menambahkan kata kunci “di sumatera utara” sesuai dengan yang terdengar dalam video menggunakan mesin pencari google. hasilnya, heriansyah adalah ketua gerakan nasional pengawal fatwa ulama sumatera utara. salah satu video yang diunggah oleh kanal inews di youtube memberitakan bahwa heriansyah akan diperiksa polisi terkait dugaan makar dalam aksi 22 mei di medan, sumatera utara. pemerintah provinsi sumatera utara pun telah memberikan bantahan secara resmi terkait video yang menyebut gubernur sumut edy rahmayadi menyerukan jihad dan revolusi. “pemprov sumut memastikan suara pria dalam video tersebut bukan suara gubernur edy rahmayadi. seruan jihad dan revolusi yang mengatasnamakan gubernur edy rahmayadi itu adalah hoaks,” kata kepala bagian humas pemprov sumut muhammad ikhsan kepada tempo pada jumat, 27 september 2019. ikhsan menuturkan video itu adalah video lama yang diambil pada mei 2019 usai pemilihan presiden. “sekitar mei 2019 dan sudah pernah dibantah oleh pak edy rahmayadi. kenapa bisa muncul lagi? pemprov sumut mohon video itu tidak dipercaya dan mohon bantahan ini disebarluaskan,” ujar ikhsan. menurut ikhsan, suara pria dalam video itu sudah pernah diklarifikasi. suara itu merupakan suara ustaz heriansyah dari gnpf ulama. “yang pasti itu bukan suara pak edy rahmayadi dan itu video lama, sengaja dimunculkan lagi,” kata ikhsan. ",FAKTA
" sebagai berikut : “sepatu anak negeri ini harus kotor oleh darah dan itu karena anda tuan …” dan narasi dalam gambar : “sekarang pelajar dan mahasiswa juga sudah kotor sepatunya. tuan, kini kita sama. #bloodyshoes”  sumber : https://perma.cc/9ay3-cfsf (arsip) – sudah dibagikan 146 kali saat tangkapan layar diambil. ============================================= ",HOAX
"  berdasarkan hasil penelusuran dengan menggunakan google images, ditemukan fakta bahwa sepatu yang tampak berlumuran darah di gambar klaim tersebut ternyata adalah sepatu kustom yang diberi nama “custom made bloody gray zombie shoes chucks converse all stars hi tops”  sepatu ini sudah terjual pada 5 oktober 2013, dijual oleh akun wardrobetheglobe (https://www.etsy.com/shop/wardrobetheglobe) di situs etsy.com berdasarkan hasil pemeriksaan fakta ini, bisa disimpulkan unggahan akun tersebut adalah disinformasi karena sepatu di dalam foto tersebut tidak ada hubungannya dengan kondisi pelajar dan mahasiswa saat ini. ",FAKTA
"  komisi perlindungan anak indonesia menegaskan, bagus putra mahendra (15) siswa salah satu sma yang tewas di jakarta utara, bukan bagian dari massa aksi pelajar di dpr ri. anggota bidang pendidikan kpai retno listyarti menegaskan, siswa yang meninggal karena kecelakaan itu tengah pulang ke rumah seusai bersekolah. hal itu diketahui setelah kpai berkoordinasi dengan dinas pendidikan dki jakarta dan pihak sekolah siswa. “terkonfirmasi, anak itu betul meninggal. dia pulang sekolah naik motor dan terlibat kecelakaan di pademangan. yang bersangkutan sama sekali tidak menuju dpr atau tidak pulang dari dpr,” kata retno di kantor kpai, jakarta, kamis (26/9/2019). pernyataan retno itu sekaligus membantah informasi di media sosial dan polisi soal ihwal tewasnya siswa sma tersebut. “jadi betul-betul memang ingin pulang ke rumah dari sekolah dan mengalami kecelakaan di daerah pademangan. jadi informasi yang beredar bahwa dia meninggal karena aksi adalah hoaks,” ujar retno. sebelumnya, pihak kepolisian menyebutkan pelajar tersebut tewas saat hendak mengikuti aksi unjuk rasa ke gedung dpr ri. kapolsek tanjung priok kompol budi cahyono saat dimintai konfirmasi membenarkan soal meninggalnya bocah tersebut. budi mengatakan bocah tersebut meninggal karena tertabrak truk kontainer di tanjung priok, jakarta utara, pada rabu (25/9). “memang kemarin dari terminal tanjung priok anak-anak sekolah long march ke pademangan mau ke dpr,” kata kompol budi saat dihubungi detikcom, kamis (26/9/2019). menurut budi, korban meninggal dunia setelah tertabrak kontainer dalam perjalanan menuju dpr dari pademangan, jakarta utara. “salah satu anak sekolah smk al-jihad tertabrak kontainer di pademangan, ditangani lalu lintas jakut,” tuturnya.  namun polisi membantah jika korban sempat dikejar aparat sebelum tewas. “tidak ada aparat yang mengejar saat kejadian,” ujar plt kanit lakalantas polres jakarta utara, ipda farmal saat dikonfirmasi di waktu yang sama. farmal mengatakan peristiwa itu berawal ketika sebuah mobil truk trailer kontainer sedang melaju di jalan re martadinata, jakarta utara.  “trailer b 9417 qz pengemudi saudara ruhendi melaju dari arah barat ke timur di jalan re martadianata tepatnya sebelum jembatan goyang wilayah pademangan,  jakarta utara,” kata dia.  diduga karena kurang hati-hati, kendaraan tersebut menabrak bagus yang sedang berjalan dari arah selatan menuju utara. akibatnya, bagus mengalami luka parah di bagian pinggang. korban pun sempat dibawa ke rs sulianti saroso untuk penanganan lebih lanjut. namun, nyawa bagus sudah tidak bisa ditolong lagi dan dinyatakan tewas pukul 16.30 wib. ",FAKTA
